\N	148	helps	180		\N	correlation
\N	148	helps	187		\N	correlation
\N	148	hurts	213		\N	correlation
\N	148	hurts	1		\N	correlation
\N	148	hurts	151		\N	correlation
\N	174	helps	5		\N	correlation
\N	174	helps	11		\N	correlation
\N	174	helps	14		\N	correlation
\N	174	helps	115		\N	correlation
\N	174	hurts	213		\N	correlation
\N	82	helps	46		\N	correlation
\N	82	helps	49		\N	correlation
\N	139	decomposes into	173		\N	correlation
\N	101	helps	220		\N	correlation
\N	101	helps	71		\N	correlation
\N	101	helps	105		\N	correlation
\N	101	hurts	151		\N	correlation
\N	101	hurts	21		\N	correlation
\N	101	decomposes into	173		\N	correlation
\N	219	helps	80		\N	correlation
\N	219	helps	123		\N	correlation
\N	219	helps	124		\N	correlation
\N	219	helps	159		\N	correlation
\N	219	hurts	21		\N	correlation
\N	219	hurts	147		\N	correlation
\N	219	hurts	116		\N	correlation
\N	219	decomposes into	78		\N	correlation
\N	219	decomposes into	79		\N	correlation
\N	114	helps	87		\N	correlation
\N	114	helps	175		\N	correlation
\N	190	helps	105		\N	correlation
\N	190	hurts	1		\N	correlation
\N	190	decomposes into	121		\N	correlation
\N	197	helps	154		\N	correlation
\N	197	helps	138		\N	correlation
\N	197	helps	105		\N	correlation
\N	197	helps	107		\N	correlation
\N	35	helps	154		\N	correlation
\N	35	helps	187		\N	correlation
\N	35	helps	1		\N	correlation
\N	40	helps	1		\N	correlation
\N	40	helps	184		\N	correlation
\N	40	hurts	9		\N	correlation
\N	40	hurts	213		\N	correlation
\N	38	helps	103		\N	correlation
\N	38	helps	175		\N	correlation
\N	38	hurts	1		\N	correlation
\N	38	hurts	151		\N	correlation
\N	10	helps	105		\N	correlation
\N	10	helps	187		\N	correlation
\N	10	helps	71		\N	correlation
\N	10	hurts	151		\N	correlation
\N	211	helps	157		\N	correlation
\N	211	decomposes into	121		\N	correlation
\N	27	helps	213		\N	correlation
\N	27	helps	97		\N	correlation
\N	27	hurts	180		\N	correlation
\N	27	decomposes into	121		\N	correlation
\N	121	helps	94		\N	correlation
\N	121	helps	23		\N	correlation
\N	121	helps	220		\N	correlation
\N	121	helps	213		\N	correlation
\N	121	hurts	1		\N	correlation
\N	121	hurts	184		\N	correlation
\N	225	helps	56		\N	correlation
\N	225	helps	157		\N	correlation
\N	225	helps	187		\N	correlation
\N	225	helps	184		\N	correlation
\N	225	hurts	21		\N	correlation
\N	225	hurts	229		\N	correlation
\N	22	helps	220		\N	correlation
\N	22	helps	30		\N	correlation
\N	22	helps	33		\N	correlation
\N	22	helps	157		\N	correlation
\N	22	hurts	212		\N	correlation
\N	22	hurts	94		\N	correlation
\N	112	helps	105		\N	correlation
\N	112	decomposes into	173		\N	correlation
\N	166	helps	1		\N	correlation
\N	166	helps	159		\N	correlation
\N	166	helps	187		\N	correlation
\N	204	helps	213		\N	correlation
\N	98	helps	28		\N	correlation
\N	129	helps	28		\N	correlation
\N	98	helps	213		\N	correlation
\N	129	helps	213		\N	correlation
\N	98	helps	105		\N	correlation
\N	129	helps	105		\N	correlation
\N	98	helps	9		\N	correlation
\N	129	helps	9		\N	correlation
\N	98	hurts	1		\N	correlation
\N	129	hurts	1		\N	correlation
\N	161	helps	119		\N	correlation
\N	161	helps	99		\N	correlation
\N	161	helps	103		\N	correlation
\N	161	helps	195		\N	correlation
\N	106	helps	195		\N	correlation
\N	106	hurts	213		\N	correlation
\N	106	hurts	154		\N	correlation
\N	106	hurts	41		\N	correlation
\N	25	helps	67		\N	correlation
\N	25	decomposes into	121		\N	correlation
\N	185	helps	105		\N	correlation
\N	185	helps	171		\N	correlation
\N	185	hurts	213		\N	correlation
\N	39	helps	30		\N	correlation
\N	39	helps	33		\N	correlation
\N	39	hurts	151		\N	correlation
\N	18	helps	71		\N	correlation
\N	18	helps	180		\N	correlation
\N	18	hurts	94		\N	correlation
\N	122	helps	71		\N	correlation
\N	144	helps	71		\N	correlation
\N	122	hurts	116		\N	correlation
\N	144	hurts	116		\N	correlation
\N	122	hurts	227		\N	correlation
\N	144	hurts	227		\N	correlation
\N	122	decomposes into	78		\N	correlation
\N	144	decomposes into	78		\N	correlation
\N	122	decomposes into	79		\N	correlation
\N	144	decomposes into	79		\N	correlation
\N	160	hurts	21		\N	correlation
\N	158	helps	5		\N	correlation
\N	158	helps	157		\N	correlation
\N	158	helps	147		\N	correlation
\N	158	hurts	1		\N	correlation
\N	95	decomposes into	48		\N	correlation
\N	48	decomposes into	231		\N	correlation
\N	7	helps	1		\N	correlation
\N	7	hurts	151		\N	correlation
